,x,y,area
OPTOCIRCUI.NS,11574,5782,66920868
IXD1.DU,11575,5782,66926650
AYA.F,11576,5782,66932432
PGOL,11577,5781,66926637
CTP2.MU,11578,5780,66920840
EMDV.TA,11579,5780,66926620
5DN.SI,11580,5780,66932400
TCBI,11581,5780,66938180
0024.KL,11582,5780,66943960
0572.HK,11583,5780,66949740
ARL.HM,11584,5779,66943936
GOOD,11585,5779,66949715
GLW.BE,11586,5779,66955494
5DP.SI,11587,5779,66961273
GAP.DU,11588,5778,66955464
AADIIND.BO,11589,5778,66961242
SSUN.DU,11590,5778,66967020
KYK.F,11591,5778,66972798
0860.HK,11592,5777,66966984
NRN.V,11593,5777,66972761
7154.KL,11594,5777,66978538
TUL1.DU,11595,5777,66984315
SMFIL.BO,11596,5776,66978496
A3M.MC,11597,5776,66984272
DECPO.BO,11598,5776,66990048
AVONMORE.BO,11599,5776,66995824
CTO.DU,11600,5775,66990000
NVA.TO,11601,5775,66995775
ATL.MI,11602,5775,67001550
AMK.DU,11603,5775,67007325
MUNJALAU.NS,11604,5774,67001496
ERE.DU,11605,5774,67007270
PHM7.MU,11606,5774,67013044
TRISHAKT.BO,11607,5773,67007211
IT.BK,11608,5773,67012984
RHM.BE,11609,5773,67018757
ADQ.AX,11610,5773,67024530
600577.SS,11611,5773,67030303
2348.HK,11612,5772,67024464
0160.HK,11613,5772,67030236
ARL.DU,11614,5772,67036008
BSX.DU,11615,5772,67041780
600587.SS,11616,5772,67047552
FIBR3.SA,11617,5771,67041707
NHC.AX,11618,5771,67047478
AVCT.L,11619,5771,67053249
GSFI.TA,11620,5770,67047400
ASGR.TA,11621,5770,67053170
ASHO.TA,11622,5770,67058940
BRIL.TA,11623,5770,67064710
YBOX.TA,11624,5770,67070480
CFX.TA,11625,5770,67076250
ZUR.TA,11626,5770,67082020
ANLT.TA,11627,5770,67087790
ZNKL.TA,11628,5770,67093560
AWM.DU,11629,5770,67099330
AURA.TA,11630,5770,67105100
AVIA.TA,11631,5770,67110870
EMCO.TA,11632,5770,67116640
IBI.TA,11633,5770,67122410
QNCO.TA,11634,5770,67128180
ISCN.TA,11635,5770,67133950
NISA.TA,11636,5770,67139720
EXPO.TA,11637,5770,67145490
CDEV.TA,11638,5770,67151260
SHOM.TA,11639,5770,67157030
MZTF.TA,11640,5770,67162800
ELDAV.TA,11641,5770,67168570
HOD.TA,11642,5770,67174340
CMER.TA,11643,5770,67180110
RAVD.TA,11644,5770,67185880
ONE.TA,11645,5770,67191650
ISRA-L.TA,11646,5770,67197420
PLRM.TA,11647,5770,67203190
ORBI.TA,11648,5770,67208960
TUZA.TA,11649,5770,67214730
TREN.TA,11650,5770,67220500
NAWI.TA,11651,5770,67226270
600351.SS,11652,5770,67232040
PAYT.TA,11653,5770,67237810
MLTM.TA,11654,5770,67243580
RLCO.TA,11655,5770,67249350
SMNIN.TA,11656,5770,67255120
MTRX.TA,11657,5770,67260890
SRAC.TA,11658,5770,67266660
PRTC.TA,11659,5770,67272430
RSEL.TA,11660,5770,67278200
ENLT.TA,11661,5770,67283970
MTDS.TA,11662,5770,67289740
PEN.TA,11663,5770,67295510
IES.TA,11664,5770,67301280
LUDN.TA,11665,5770,67307050
TDRN.TA,11666,5770,67312820
RPAC.TA,11667,5770,67318590
CTPL1.TA,11668,5770,67324360
RDDA.DU,11669,5769,67318461
GDC.TO,11670,5769,67324230
SOY.TO,11671,5769,67329999
PSD.TO,11672,5769,67335768
8048.HK,11673,5769,67341537
5070.KL,11674,5769,67347306
TAYA.TA,11675,5769,67353075
PFL,11676,5768,67347168
2355.HK,11677,5768,67352936
NIHARINF.BO,11678,5768,67358704
FLC,11679,5768,67364472
2317.HK,11680,5767,67358560
600557.SS,11681,5767,67364327
CENTUM.NS,11682,5766,67358412
0980.HK,11683,5766,67364178
HBI.DU,11684,5765,67358260
KRUR.TA,11685,5765,67364025
CKRA.JK,11686,5765,67369790
QEC.TO,11687,5764,67363868
RSKIA,11688,5764,67369632
IML.PA,11689,5764,67375396
NRE.BE,11690,5764,67381160
KLIL.TA,11691,5764,67386924
AUGR.PA,11692,5763,67380996
MV9L.DU,11693,5763,67386759
TLSY.TA,11694,5763,67392522
5071.KL,11695,5763,67398285
600556.SS,11696,5762,67392352
IBM.MX,11697,5762,67398114
1110.HK,11698,5762,67403876
ESO.L,11699,5762,67409638
FTF,11700,5762,67415400
600050.SS,11701,5761,67409461
IBM.BE,11702,5760,67403520
OVXA.IR,11703,5760,67409280
AARTIDRUGS.NS,11704,5759,67403336
GDSI,11705,5759,67409095
0984.HK,11706,5759,67414854
0205.HK,11707,5758,67408906
BKD.F,11708,5758,67414664
BKY.AX,11709,5758,67420422
CRU.DU,11710,5758,67426180
BSP.DU,11711,5758,67431938
ARYT.TA,11712,5757,67425984
CNO,11713,5757,67431741
YM1.F,11714,5757,67437498
SONA.DU,11715,5756,67431540
8156.HK,11716,5756,67437296
EPH.SW,11717,5756,67443052
CF2.DU,11718,5755,67437090
LN5.F,11719,5755,67442845
XOXO,11720,5754,67436880
DSG.F,11721,5753,67430913
CFIN.JK,11722,5753,67436666
0878.HK,11723,5753,67442419
0603.HK,11724,5753,67448172
RGD.L,11725,5753,67453925
VOF.L,11726,5752,67447952
TIE.MU,11727,5752,67453704
8271.HK,11728,5752,67459456
PYV.MU,11729,5752,67465208
SSM1.MU,11730,5752,67470960
BOL.AX,11731,5752,67476712
AEBZY,11732,5751,67470732
0093.HK,11733,5751,67476483
SHG,11734,5751,67482234
NAVINFLUOR.BO,11735,5751,67487985
DIANATEA.BO,11736,5751,67493736
KAFR.TA,11737,5751,67499487
LRD.L,11738,5751,67505238
PSAB.JK,11739,5751,67510989
SEASONF.BO,11740,5750,67505000
VARDHACRLC.NS,11741,5750,67510750
SSM1.F,11742,5749,67504758
GF8.F,11743,5749,67510507
GEPA3.SA,11744,5749,67516256
ALFREDHE.BO,11745,5748,67510260
VODJ.DU,11746,5748,67516008
HIK.BE,11747,5748,67521756
600571.SS,11748,5748,67527504
FNMAK,11749,5747,67521503
KRI.AT,11750,5747,67527250
CSC.DU,11751,5747,67532997
AOF.SI,11752,5747,67538744
YT2A.F,11753,5746,67532738
TIE.F,11754,5746,67538484
DGR.MU,11755,5746,67544230
FDM.F,11756,5746,67549976
DWNI.BE,11757,5746,67555722
5072.KL,11758,5745,67549710
LSI.F,11759,5744,67543696
0663.HK,11760,5744,67549440
PNLF.JK,11761,5743,67543423
EVT,11762,5743,67549166
PJC.MU,11763,5743,67554909
MMG.F,11764,5743,67560652
SVA,11765,5743,67566395
0176.HK,11766,5743,67572138
NXG.F,11767,5743,67577881
DNK.AX,11768,5743,67583624
WMC1.MU,11769,5741,67565829
600521.SS,11770,5741,67571570
MLTDS.PA,11771,5741,67577311
0224.HK,11772,5740,67571280
BYRA.BE,11773,5740,67577020
BYRA.MU,11774,5740,67582760
WF,11775,5739,67576725
RIBT,11776,5739,67582464
600532.SS,11777,5739,67588203
IPO.L,11778,5739,67593942
JBH.AX,11779,5739,67599681
ONEQ,11780,5739,67605420
ARGO.JK,11781,5738,67599378
BNC.L,11782,5737,67593334
AMC.L,11783,5737,67599071
CSSG.L,11784,5737,67604808
CNG.L,11785,5737,67610545
EVT.BE,11786,5737,67616282
CAZ.AX,11787,5737,67622019
ACC.L,11788,5737,67627756
BAGFILMS.NS,11789,5735,67609915
LKQ,11790,5735,67615650
LMNR,11791,5734,67609594
MKC-V,11792,5734,67615328
MFGI,11793,5734,67621062
BCLI,11794,5734,67626796
RWWI,11795,5734,67632530
THVB,11796,5734,67638264
PBR-A,11797,5734,67643998
SMBK,11798,5734,67649732
CBFV,11799,5734,67655466
GRRB,11800,5734,67661200
BURCA,11801,5734,67666934
CRWS,11802,5734,67672668
CZBT,11803,5734,67678402
UFMG,11804,5734,67684136
BHRB,11805,5734,67689870
TKOI,11806,5734,67695604
RICOY,11807,5734,67701338
BSEG,11808,5734,67707072
RUSHA,11809,5734,67712806
CCBC,11810,5734,67718540
BWTL,11811,5734,67724274
NFPC,11812,5734,67730008
XPO,11813,5734,67735742
GEF-B,11814,5734,67741476
CWBK,11815,5734,67747210
0747.HK,11816,5734,67752944
CSVI,11817,5734,67758678
SAZ.F,11818,5733,67752594
CIC.L,11819,5733,67758327
DDN.F,11820,5733,67764060
DESN.SW,11821,5733,67769793
MLCOR.PA,11822,5733,67775526
ACUS,11823,5733,67781259
JM2.MU,11824,5732,67775168
SFDL,11825,5732,67780900
RES.AX,11826,5731,67774806
5069.KL,11827,5731,67780537
0137.HK,11828,5731,67786268
002000.KS,11829,5730,67780170
600551.SS,11830,5730,67785900
G1A.BE,11831,5729,67779799
0025.HK,11832,5729,67785528
PXS.AX,11833,5729,67791257
IMM.L,11834,5728,67785152
FRE.NZ,11835,5728,67790880
MRO.L,11836,5728,67796608
IMKI,11837,5727,67790499
TGR.AX,11838,5727,67796226
ARU.AX,11839,5727,67801953
HAWLN,11840,5727,67807680
OVLY,11841,5727,67813407
HAWEN,11842,5727,67819134
BCBP,11843,5727,67824861
CFTN,11844,5727,67830588
BABP.JK,11845,5727,67836315
HKE.MU,11846,5726,67830196
CMID.F,11847,5725,67824075
600353.SS,11848,5725,67829800
CREM3.SA,11849,5725,67835525
ABR.DU,11850,5724,67829400
DTD2.F,11851,5724,67835124
ORN.AX,11852,5724,67840848
CPG,11853,5723,67834719
ASD1.F,11854,5723,67840442
CR.TO,11855,5723,67846165
AIT.BK,11856,5723,67851888
KIQ,11857,5723,67857611
BCY.DE,11858,5723,67863334
HBC1.DE,11859,5723,67869057
GS7.DE,11860,5723,67874780
TQI.DE,11861,5723,67880503
LLD.DE,11862,5723,67886226
FMC1.DE,11863,5723,67891949
ZIL2.DE,11864,5723,67897672
ENI.DE,11865,5723,67903395
BPE5.DE,11866,5722,67897252
IRCP.BK,11867,5722,67902974
IXD1.DE,11868,5722,67908696
MH6.BE,11869,5722,67914418
CB5.MU,11870,5722,67920140
FUN.MC,11871,5722,67925862
MZ8.MU,11872,5722,67931584
BRADYM.BO,11873,5721,67925433
PTR1L.VS,11874,5721,67931154
BAESY,11875,5720,67925000
BPI.LS,11876,5719,67918844
5073.KL,11877,5719,67924563
SMM.AX,11878,5718,67918404
DNQA.F,11879,5718,67924122
J17.SI,11880,5717,67917960
0169.HK,11881,5717,67923677
GCTAF,11882,5717,67929394
BAFI,11883,5716,67923228
QIG.BE,11884,5716,67928944
0026.KL,11885,5716,67934660
CRI,11886,5716,67940376
NRO,11887,5715,67934205
RIO1.DE,11888,5715,67939920
SAPR3.SA,11889,5715,67945635
HCT.AX,11890,5715,67951350
FRA,11891,5715,67957065
HMSB.BE,11892,5715,67962780
HEN3.BE,11893,5714,67956602
RTV.DU,11894,5713,67950422
CCB.MU,11895,5712,67944240
600458.SS,11896,5712,67949952
UMZ.MU,11897,5712,67955664
EQN2.F,11898,5712,67961376
JSL.BO,11899,5712,67967088
CLV.BE,11900,5712,67972800
IPGDF,11901,5711,67966611
UNVR.JK,11902,5711,67972322
DOMS.PA,11903,5711,67978033
TMPI.JK,11904,5711,67983744
DAP.DE,11905,5711,67989455
600563.SS,11906,5711,67995166
SOW.MU,11907,5709,67977063
BYRA.F,11908,5709,67982772
PJC.F,11909,5709,67988481
EMSN.SW,11910,5709,67994190
CLV.MU,11911,5709,67999899
GCL.MU,11912,5709,68005608
UMZ.F,11913,5708,67999404
ISP,11914,5708,68005112
GDUA.F,11915,5708,68010820
JDVB,11916,5708,68016528
ZHJ.F,11917,5707,68010319
5047.KL,11918,5707,68016026
AGR.L,11919,5707,68021733
BTQ.DE,11920,5707,68027440
HNR.AX,11921,5707,68033147
AQD.AX,11922,5706,68026932
X.TO,11923,5705,68020715
KNE.V,11924,5705,68026420
8143.HK,11925,5705,68032125
CIDM,11926,5705,68037830
600525.SS,11927,5705,68043535
IVC.AX,11928,5705,68049240
600502.SS,11929,5705,68054945
IPH1.DU,11930,5705,68060650
WEE.V,11931,5705,68066355
IFL.AX,11932,5704,68060128
FENER.IS,11933,5704,68065832
REB.F,11934,5704,68071536
CDA.AX,11935,5704,68077240
KTB1.MU,11936,5703,68071008
NWC.BE,11937,5703,68076711
CHL.F,11938,5703,68082414
CFIC,11939,5703,68088117
NWC.MU,11940,5703,68093820
IAL.MU,11941,5703,68099523
TQIR.F,11942,5702,68093284
GTNIND.NS,11943,5701,68087043
ITNF,11944,5700,68080800
CVW.AX,11945,5700,68086500
ERO1.DU,11946,5700,68092200
ZSK.F,11947,5700,68097900
ULKER.IS,11948,5700,68103600
HAR.BE,11949,5700,68109300
BKT.AX,11950,5699,68103050
CHMN,11951,5699,68108749
AZS.AX,11952,5699,68114448
0354.HK,11953,5699,68120147
1147.KL,11954,5699,68125846
BMT.DE,11955,5699,68131545
CKG.V,11956,5698,68125288
TRQ,11957,5698,68130986
BCM.V,11958,5698,68136684
LHOG.MU,11959,5698,68142382
8021.HK,11960,5698,68148080
EIT-UN.TO,11961,5698,68153778
AXM.V,11962,5698,68159476
NPI.TO,11963,5698,68165174
RBN-UN.TO,11964,5698,68170872
CGI.L,11965,5698,68176570
TSL.TO,11966,5698,68182268
KEY.TO,11967,5698,68187966
MAG.TO,11968,5698,68193664
FRU.TO,11969,5698,68199362
CGG.TO,11970,5698,68205060
WTE.TO,11971,5698,68210758
WCE.V,11972,5698,68216456
CHE-UN.TO,11973,5698,68222154
SRI.V,11974,5698,68227852
ROX.V,11975,5698,68233550
AGI.TO,11976,5698,68239248
RSI.TO,11977,5698,68244946
PMT.TO,11978,5698,68250644
MID-UN.TO,11979,5698,68256342
4906.TW,11980,5697,68250060
BKI.AX,11981,5697,68255757
SWGNF,11982,5696,68249472
600579.SS,11983,5696,68255168
3565.KL,11984,5696,68260864
NMZ,11985,5696,68266560
WELINV.NS,11986,5696,68272256
BC94.L,11987,5695,68265965
PGEJF,11988,5695,68271660
NWC.F,11989,5694,68265366
0217.HK,11990,5694,68271060
RDT1.BE,11991,5694,68276754
AMRAAGRI.BO,11992,5694,68282448
CPN.LS,11993,5694,68288142
ND3.F,11994,5694,68293836
7172.KL,11995,5694,68299530
NTIP,11996,5693,68293228
0029.KL,11997,5693,68298921
TSN.AX,11998,5693,68304614
DCO.DE,11999,5693,68310307
SLT.MU,12000,5693,68316000
CGF.AX,12001,5692,68309692
NXST,12002,5692,68315384
WELSPUNIND.NS,12003,5692,68321076
SNX,12004,5692,68326768
MYPK3.SA,12005,5692,68332460
GDV,12006,5692,68338152
CONN,12007,5692,68343844
EFR,12008,5692,68349536
AWM.MU,12009,5691,68343219
SRE.L,12010,5690,68336900
JAIBALAJI.NS,12011,5690,68342590
AGE.DE,12012,5690,68348280
YESIL.IS,12013,5690,68353970
CNND,12014,5689,68347646
TKRFF,12015,5689,68353335
ASTO.L,12016,5689,68359024
TBA.MU,12017,5689,68364713
PEB.NZ,12018,5688,68358384
CEEJAY.BO,12019,5688,68364072
DY2.MU,12020,5688,68369760
NYCB-PU,12021,5687,68363427
SAREB.MX,12022,5687,68369114
TZN.AX,12023,5687,68374801
UNS1.BE,12024,5687,68380488
NRG,12025,5686,68374150
TEDE.TA,12026,5686,68379836
GBQ.MU,12027,5686,68385522
0131.HK,12028,5686,68391208
CHLE,12029,5686,68396894
NAS.OL,12030,5685,68390550
NGJ.F,12031,5685,68396235
LOO.MU,12032,5685,68401920
SLI.L,12033,5684,68395572
KTN,12034,5684,68401256
WLL,12035,5684,68406940
NG,12036,5684,68412624
SRS.F,12037,5684,68418308
BA3.F,12038,5683,68411954
BD82.L,12039,5682,68405598
AREXMIS.BO,12040,5682,68411280
0112.HK,12041,5682,68416962
NST.AX,12042,5681,68410602
600512.SS,12043,5680,68404240
SIY.F,12044,5680,68409920
KRO,12045,5680,68415600
2324.HK,12046,5680,68421280
BDT.BE,12047,5680,68426960
SRU-UN.TO,12048,5680,68432640
SVE.DE,12049,5679,68426271
TVSELECT.BO,12050,5678,68419900
PC8.MU,12051,5678,68425578
600459.SS,12052,5678,68431256
HCL.DU,12053,5678,68436934
OMV.BE,12054,5677,68430558
GAID.L,12055,5677,68436235
CMP,12056,5677,68441912
CAI.MU,12057,5677,68447589
1223.HK,12058,5677,68453266
NNI,12059,5677,68458943
IGL.BO,12060,5676,68452560
FJZ.F,12061,5676,68458236
ZIVO,12062,5675,68451850
IGL.NS,12063,5675,68457525
BPKD.L,12064,5675,68463200
WALLFORT.BO,12065,5675,68468875
CARD3.SA,12066,5675,68474550
GBLI,12067,5674,68468158
LFC,12068,5673,68461764
IAG.BO,12069,5673,68467437
MEIP,12070,5672,68461040
TPX,12071,5672,68466712
PC8.F,12072,5672,68472384
BHP.F,12073,5672,68478056
UTI,12074,5672,68483728
ACTI.ST,12075,5671,68477325
CRESSAN.BO,12076,5671,68482996
SHG.L,12077,5671,68488667
2328.HK,12078,5671,68494338
7163.KL,12079,5671,68500009
CWN.F,12080,5671,68505680
ADTYFRG.BO,12081,5670,68499270
5077.KL,12082,5669,68492858
FTN.TO,12083,5668,68486444
GRZ.F,12084,5668,68492112
KA11R.RG,12085,5667,68485695
FFNM,12086,5667,68491362
HUP1.F,12087,5667,68497029
600392.SS,12088,5667,68502696
2357.HK,12089,5666,68496274
YP1B.BE,12090,5666,68501940
5EB.SI,12091,5666,68507606
IME.L,12092,5665,68501180
0661.HK,12093,5664,68494752
BIJ.MU,12094,5664,68500416
MEF.F,12095,5664,68506080
5EC.SI,12096,5663,68499648
LAN.BE,12097,5662,68493214
JSM,12098,5662,68498876
GGE.AX,12099,5662,68504538
600408.SS,12100,5662,68510200
AQE.F,12101,5662,68515862
TBA.F,12102,5661,68509422
600537.SS,12103,5661,68515083
KPCUF,12104,5661,68520744
0836.HK,12105,5661,68526405
ISN.SW,12106,5660,68519960
DN1.MU,12107,5660,68525620
MH6.MU,12108,5660,68531280
ECIA,12109,5659,68524831
VVV3.DE,12110,5659,68530490
VEERENRGY.BO,12111,5658,68524038
ESHAMEDIA.BO,12112,5658,68529696
DREDGECORP.NS,12113,5658,68535354
600573.SS,12114,5657,68528898
IBWC,12115,5657,68534555
STWK.ST,12116,5657,68540212
BSX.TO,12117,5656,68533752
7174.KL,12118,5654,68515172
TBR.V,12119,5654,68520826
LCJ.MU,12120,5653,68514360
ACK.F,12121,5653,68520013
BBRI.JK,12122,5653,68525666
3886.HK,12123,5652,68519196
LCJ.F,12124,5652,68524848
0485.HK,12125,5652,68530500
LIC.NZ,12126,5651,68524026
PBM.V,12127,5651,68529677
JPEC.L,12128,5651,68535328
ERCA.DU,12129,5650,68528850
ENLC,12130,5650,68534500
HUP.F,12131,5649,68528019
ATM.NZ,12132,5649,68533668
CRTN,12133,5649,68539317
SDL.NZ,12134,5648,68532832
RMD.V,12135,5648,68538480
5062.KL,12136,5646,68519856
M35.SI,12137,5646,68525502
CPALL.BK,12138,5646,68531148
9105.TW,12139,5645,68524655
RE8.F,12140,5645,68530300
CNKO.JK,12141,5645,68535945
AWG.SI,12142,5645,68541590
IPB,12143,5645,68547235
YT2A.MU,12144,5645,68552880
0036.KL,12145,5645,68558525
0855.HK,12146,5644,68552024
CNW.AX,12147,5643,68545521
GAL.V,12148,5642,68539016
600513.SS,12149,5642,68544658
SGQ.TO,12150,5642,68550300
GRF,12151,5642,68555942
1124.HK,12152,5642,68561584
KLDX,12153,5640,68542920
LOGISMOS.AT,12154,5639,68536406
0346.HK,12155,5638,68529890
REB.MU,12156,5637,68523372
KEFI,12157,5637,68529009
ETG,12158,5637,68534646
7157.KL,12159,5636,68528124
0037.KL,12160,5636,68533760
AFTM,12161,5635,68527235
IWY1.DU,12162,5635,68532870
HAM.DU,12163,5635,68538505
0091.HK,12164,5635,68544140
NIB.F,12165,5635,68549775
2333.HK,12166,5634,68543244
VEH.MU,12167,5634,68548878
1060.HK,12168,5634,68554512
U9E.SI,12169,5634,68560146
PHM7.HA,12170,5634,68565780
WMC.DU,12171,5633,68559243
PHM7.DU,12172,5633,68564876
TBBK,12173,5633,68570509
BIU2.F,12174,5631,68551794
EVO,12175,5631,68557425
SROGNGM.BO,12176,5631,68563056
ZSV.BE,12177,5631,68568687
AFID.TA,12178,5630,68562140
SFR.AX,12179,5630,68567770
5065.KL,12180,5630,68573400
ECR.L,12181,5630,68579030
600515.SS,12182,5630,68584660
FRMB,12183,5630,68590290
HRYNSHP.BO,12184,5629,68583736
CRP.F,12185,5629,68589365
CJ6.MU,12186,5629,68594994
HEIO.AS,12187,5628,68588436
WINSOMTX.BO,12188,5627,68581876
0023.KL,12189,5627,68587503
ANG.AX,12190,5626,68580940
AHAP.JK,12191,5626,68586566
OJBA.CO,12192,5625,68580000
EWS.V,12193,5625,68585625
CLF.F,12194,5625,68591250
SIY.MU,12195,5625,68596875
PRB.V,12196,5625,68602500
0487.HK,12197,5625,68608125
VGN.V,12198,5625,68613750
BREC.BE,12199,5625,68619375
LME.V,12200,5625,68625000
IPOWER.BO,12201,5624,68618424
RHO5.DU,12202,5624,68624048
TLRS,12203,5624,68629672
QYM.BE,12204,5624,68635296
BURVA.IS,12205,5624,68640920
APE.V,12206,5624,68646544
BREC.F,12207,5624,68652168
BTT.F,12208,5624,68657792
SOAN.MU,12209,5624,68663416
JBFIND.NS,12210,5623,68656830
KLBF.JK,12211,5623,68662453
MDS.DE,12212,5622,68655864
PGAS.JK,12213,5622,68661486
600475.SS,12214,5622,68667108
OMR1.F,12215,5622,68672730
FCI.L,12216,5621,68666136
0040.KL,12217,5621,68671757
CLTS,12218,5621,68677378
0039.KL,12219,5620,68670780
2628.HK,12220,5620,68676400
DVAX,12221,5620,68682020
ZENOTECH.BO,12222,5620,68687640
HTH,12223,5620,68693260
PTY.F,12224,5619,68686656
YIT.BE,12225,5618,68680050
019680.KS,12226,5618,68685668
2899.HK,12227,5618,68691286
UMS.F,12228,5618,68696904
LHOG.DU,12229,5618,68702522
JAYCH.BO,12230,5617,68695910
KLM.AT,12231,5617,68701527
2368.HK,12232,5616,68694912
OGEN,12233,5615,68688295
UTG,12234,5615,68693910
TYG,12235,5615,68699525
ZYXI,12236,5615,68705140
CPKF,12237,5615,68710755
HTD,12238,5615,68716370
IGR,12239,5615,68721985
BLMC,12240,5615,68727600
DIG.AX,12241,5614,68720974
5EF.SI,12242,5614,68726588
XMF.MU,12243,5614,68732202
600375.SS,12244,5614,68737816
0904.HK,12245,5613,68731185
BOALY,12246,5613,68736798
600370.SS,12247,5613,68742411
CAU.L,12248,5613,68748024
600538.SS,12249,5613,68753637
NAQ.F,12250,5612,68747000
7173.KL,12251,5612,68752612
600576.SS,12252,5612,68758224
RI2A.F,12253,5611,68751583
MIT.V,12254,5611,68757194
0593.HK,12255,5611,68762805
XXY.F,12256,5610,68756160
7180.KL,12257,5610,68761770
TTRAK.IS,12258,5610,68767380
QMDT,12259,5610,68772990
7179.KL,12260,5609,68766340
5EG.SI,12261,5609,68771949
0025.KL,12262,5609,68777558
AGL.L,12263,5607,68758641
600575.SS,12264,5606,68751984
UNITEDTE.BO,12265,5606,68757590
YM1.MU,12266,5606,68763196
KERX,12267,5606,68768802
ARTIBIOIN.BO,12268,5606,68774408
RGI.V,12269,5606,68780014
BIG.BK,12270,5605,68773350
ODX.L,12271,5605,68778955
HEXAWARE.NS,12272,5605,68784560
DOAS.IS,12273,5605,68790165
HFT.BK,12274,5605,68795770
1003.HK,12275,5605,68801375
BSLN.SW,12276,5603,68782428
JIX.F,12277,5603,68788031
MOBN.SW,12278,5603,68793634
VOGUETEX.BO,12279,5603,68799237
6277.TW,12280,5601,68780280
YAR.OL,12281,5601,68785881
GFIN.MU,12282,5601,68791482
BNE.MU,12283,5601,68797083
600480.SS,12284,5600,68790400
ESTER.BO,12285,5600,68796000
ABE.MC,12286,5600,68801600
UCM.AX,12287,5599,68794913
7184.KL,12288,5599,68800512
KY7.F,12289,5599,68806111
TDC.CO,12290,5599,68811710
AMBU-B.CO,12291,5599,68817309
FLXT,12292,5599,68822908
CYCC,12293,5598,68816214
BANFP,12294,5598,68821812
XCL1.BE,12295,5598,68827410
HALO,12296,5598,68833008
NEO,12297,5598,68838606
0476.HK,12298,5598,68844204
0034.KL,12299,5597,68837503
CHAU.PA,12300,5596,68830800
INDES.IS,12301,5596,68836396
AXV.F,12302,5595,68829690
NRX.PA,12303,5595,68835285
IMR.V,12304,5595,68840880
BZV.BE,12305,5594,68834170
RNY.F,12306,5594,68839764
600487.SS,12307,5594,68845358
CRK.TO,12308,5593,68838644
0269.HK,12309,5593,68844237
DTY.L,12310,5593,68849830
LL6.F,12311,5592,68843112
SBNY,12312,5592,68848704
DHANBANK.NS,12313,5592,68854296
2218.HK,12314,5592,68859888
0032.KL,12315,5592,68865480
GLAND.BK,12316,5592,68871072
HIFH.F,12317,5592,68876664
EKO.OL,12318,5591,68869938
ACU.AX,12319,5591,68875529
RBN.L,12320,5590,68868800
UCTT,12321,5590,68874390
FMF.F,12322,5590,68879980
MIGO.L,12323,5590,68885570
COI.AX,12324,5590,68891160
JFR,12325,5590,68896750
AIG.MX,12326,5590,68902340
DUB1.F,12327,5590,68907930
UTF,12328,5589,68901192
MFD,12329,5589,68906781
PFE.MX,12330,5589,68912370
600547.SS,12331,5589,68917959
VAIBHAVGBL.NS,12332,5589,68923548
1208.HK,12333,5589,68929137
ILYDA.AT,12334,5588,68922392
BIOCON.BO,12335,5588,68927980
0199.HK,12336,5588,68933568
BIOCON.NS,12337,5587,68926819
NIF-UN.TO,12338,5587,68932406
FSRL,12339,5586,68925654
CZWI,12340,5586,68931240
Q-CON.BK,12341,5586,68936826
MCHX,12342,5585,68930070
PEYUF,12343,5585,68935655
GFCJ,12344,5585,68941240
PAMP.BA,12345,5585,68946825
PMGYF,12346,5585,68952410
CUTR,12347,5585,68957995
EDVMF,12348,5585,68963580
CZB.L,12349,5584,68956816
CSQ,12350,5584,68962400
ALZC.BE,12351,5584,68967984
RXL.AX,12352,5584,68973568
ROI.F,12353,5583,68966799
MAHABANK.NS,12354,5583,68972382
7186.KL,12355,5582,68965610
5080.KL,12356,5582,68971192
8745.KL,12357,5582,68976774
TWOC,12358,5582,68982356
JETI.L,12359,5581,68975579
BRKM3.SA,12360,5580,68968800
EEII.SW,12361,5579,68962019
GCM.L,12362,5579,68967598
HISARMET.BO,12363,5578,68960814
600481.SS,12364,5578,68966392
PJJ1.F,12365,5578,68971970
AAP.AX,12366,5577,68965182
BSR.V,12367,5577,68970759
RRU.MU,12368,5577,68976336
600015.SS,12369,5576,68969544
BSA.MU,12370,5576,68975120
DR3.BE,12371,5574,68955954
STURDY.BO,12372,5574,68961528
CORT,12373,5574,68967102
0022.HK,12374,5573,68960302
WFD.AX,12375,5573,68965875
R14.SI,12376,5572,68959072
BMG.AX,12377,5572,68964644
XPROINDIA.NS,12378,5571,68957838
5079.KL,12379,5571,68963409
WI4.F,12380,5570,68956600
SA,12381,5569,68949789
BH.BK,12382,5569,68955358
0085.HK,12383,5569,68960927
FG1.F,12384,5569,68966496
AVAILFC.BO,12385,5568,68959680
NBGGY,12386,5567,68952862
GDUA.MU,12387,5567,68958429
PQ4.MU,12388,5566,68951608
URBI.MX,12389,5566,68957174
BIM.PA,12390,5565,68950350
CDD.AX,12391,5565,68955915
SC-H.V,12392,5565,68961480
DFN.TO,12393,5565,68967045
DZ5.BE,12394,5565,68972610
RKFORGE.BO,12395,5564,68965780
LOCAL.PA,12396,5564,68971344
RKFORGE.NS,12397,5564,68976908
ERCA.MU,12398,5564,68982472
MLIML.PA,12399,5564,68988036
BX7.DE,12400,5563,68981200
MDO.L,12401,5563,68986763
DATAMATICS.NS,12402,5562,68979924
SMZ1.F,12403,5562,68985486
DATAMATICS.BO,12404,5562,68991048
STAR-PI,12405,5562,68996610
HE9.F,12406,5562,69002172
6505.TW,12407,5561,68995327
